# Starting Date: Wed Nov 27 09:26:15 AEDT 2019
# Termination Date: Wed Nov 27 09:26:16 AEDT 2019
# Time Used: 00:01
# Directory: /short/ep0/hm1876/CeO2/PH/CeO2-H3O+-8H2O/NO-OV/option3
# File: /short/ep0/hm1876/CeO2/PH/CeO2-H3O+-8H2O/NO-OV/option3/CeO2-07.out
# CYCLE_NUMBER | TOTAL_ENERGY (Ha) | SCF_CYCLES | MAX_GRADIENT(0.000450) | RMS_GRADIENT(0.000300) | MAX_DISPLAC.(0.001800) | RMS_DISPLAC.(0.001200) | TRUST_RADIUS
 	 1 	 -17658.7908193300 	 3	 	 0.004996 NO	 	 0.000683 NO	 	 0.000000 	 	 0.000000 	           0.000
 	 2 	 -17660.2673259480 	 9	 	 0.007557 NO	 	 0.001002 NO	 	 0.063600 NO	 	 0.007782 NO	           0.125
 	 3 	 -17660.2675737270 	 8	 	 0.013920 NO	 	 0.001501 NO	 	 0.064159 NO	 	 0.007782 NO	           0.125
 	 4 	 -17660.2680356790 	 7	 	 0.010880 NO	 	 0.001136 NO	 	 0.084758 NO	 	 0.015564 NO	           0.250
 	 5 	 -17660.2683196990 	 8	 	 0.007205 NO	 	 0.000877 NO	 	 0.130493 NO	 	 0.015564 NO	           0.250
 	 6 	 -17660.2688568270 	 8	 	 0.007851 NO	 	 0.000979 NO	 	 0.072218 NO	 	 0.015564 NO	           0.250
 	 7 	 -17660.2688927000 	 9	 	 0.004155 NO	 	 0.000728 NO	 	 0.020132 NO	 	 0.003891 NO	           0.062
 	 8 	 -17660.2690447500 	 7	 	 0.002817 NO	 	 0.000673 NO	 	 0.044758 NO	 	 0.007782 NO	           0.125
 	 9 	 -17660.2694374970 	 8	 	 0.004295 NO	 	 0.000546 NO	 	 0.063011 NO	 	 0.007782 NO	           0.125
 	 10 	 -17660.2695760340 	 8	 	 0.008686 NO	 	 0.000857 NO	 	 0.068157 NO	 	 0.007782 NO	           0.125
 	 11 	 -17660.2697653910 	 7	 	 0.009048 NO	 	 0.000900 NO	 	 0.065529 NO	 	 0.015564 NO	           0.250
 	 12 	 -17660.2700330010 	 8	 	 0.009072 NO	 	 0.000984 NO	 	 0.079455 NO	 	 0.015564 NO	           0.250
 	 13 	 -17660.2703135520 	 8	 	 0.006990 NO	 	 0.000909 NO	 	 0.083044 NO	 	 0.015564 NO	           0.250
 	 14 	 -17660.2704751030 	 8	 	 0.006470 NO	 	 0.000966 NO	 	 0.106478 NO	 	 0.015564 NO	           0.250
 	 15 	 -17660.2708518380 	 8	 	 0.006542 NO	 	 0.001007 NO	 	 0.156017 NO	 	 0.031129 NO	           0.500
 	 16 	 -17660.2713578650 	 8	 	 0.004702 NO	 	 0.000936 NO	 	 0.148857 NO	 	 0.031129 NO	           0.500
 	 17 	 -17660.2721605480 	 9	 	 0.005520 NO	 	 0.000959 NO	 	 0.157680 NO	 	 0.031129 NO	           0.500
 	 18 	 -17660.2725189510 	 9	 	 0.008702 NO	 	 0.001327 NO	 	 0.184847 NO	 	 0.031129 NO	           0.500
 	 19 	 -17660.2730215200 	 8	 	 0.005128 NO	 	 0.001115 NO	 	 0.148977 NO	 	 0.031129 NO	           0.500
# Done!
