# Starting Date: Sat Nov 30 07:56:44 AEDT 2019
# Termination Date: Sat Nov 30 07:56:45 AEDT 2019
# Time Used: 00:01
# Directory: /scratch/ep0/hm1876/CeO2/PH/CeO2-H3O+-8H2O/NO-OV/option3
# File: /scratch/ep0/hm1876/CeO2/PH/CeO2-H3O+-8H2O/NO-OV/option3/CeO2-09.out
# CYCLE_NUMBER | TOTAL_ENERGY (Ha) | SCF_CYCLES | MAX_GRADIENT(0.000450) | RMS_GRADIENT(0.000300) | MAX_DISPLAC.(0.001800) | RMS_DISPLAC.(0.001200) | TRUST_RADIUS
 	 47 	 -17660.2789562770 	 3	 	 0.001178 NO	 	 0.000205 YES	 	 0.006034 NO	 	 0.001408 NO	           0.023
 	 48 	 -17660.2789374660 	 7	 	 0.000830 NO	 	 0.000154 YES	 	 0.007201 NO	 	 0.001408 NO	           0.000
 	 49 	 -17660.2789444810 	 7	 	 0.000687 NO	 	 0.000134 YES	 	 0.020271 NO	 	 0.002816 NO	           0.045
 	 50 	 -17660.2789603700 	 9	 	 0.000394 YES	 	 0.000095 YES	 	 0.028141 NO	 	 0.003915 NO	           0.091
 	 51 	 -17660.2789732890 	 8	 	 0.000354 YES	 	 0.000078 YES	 	 0.008422 NO	 	 0.001663 NO	           0.181
 	 52 	 -17660.2789757470 	 6	 	 0.000473 NO	 	 0.000080 YES	 	 0.008157 NO	 	 0.001596 NO	           0.362
 	 53 	 -17660.2789791190 	 7	 	 0.000246 YES	 	 0.000051 YES	 	 0.006813 NO	 	 0.001106 YES	           0.724
 	 54 	 -17660.2789808010 	 7	 	 0.000165 YES	 	 0.000037 YES	 	 0.002711 NO	 	 0.000592 YES	           1.450
 	 55 	 -17660.2789813340 	 7	 	 0.000097 YES	 	 0.000029 YES	 	 0.002688 NO	 	 0.000554 YES	           2.900
 	 56 	 -17660.2789825590 	 4	 	 0.000113 YES	 	 0.000022 YES	 	 0.002834 NO	 	 0.000629 YES	           4.000
 	 57 	 -17660.2789834790 	 4	 	 0.000078 YES	 	 0.000020 YES	 	 0.002267 NO	 	 0.000510 YES	           4.000
 	 58 	 -17660.2789837360 	 6	 	 0.000058 YES	 	 0.000017 YES	 	 0.002250 NO	 	 0.000435 YES	           4.000
 	 59 	 -17660.2789838780 	 3	 	 0.000042 YES	 	 0.000011 YES	 	 0.001694 YES	 	 0.000292 YES	           4.000
 	 60 	 -17660.2790231820 	 4	 	 0.000060 YES	 	 0.000013 YES	 	 0.001050 YES	 	 0.000233 YES	           0.000
# Done!
