# Starting Date: Fri Aug 16 15:21:31 AEST 2019
# Termination Date: Fri Aug 16 15:21:33 AEST 2019
# Time Used: 00:02
# Directory: /short/ep0/hm1876/CeO2/PH/CeO2-H3O+-8H2O/OV-Original-Input-Geometry/FAR-OV-H3O+
# File: CeO2-38.out
# CYCLE NUMBER | TOTAL ENERGY (Ha) | SCF_CYCLES | MAX_GRADIENT(0.000450) | RMS_GRADIENT(0.000300) | MAX_DISPLAC.(0.001800) | RMS_DISPLAC.(0.001200)
 	 1 	 -17583.5346798840 	 9	 	 0.001289 NO	 	 0.000208 YES	 	 0.000000 	 	 0.000000 
xxx 	 2 	 -17584.9956200740 	 12	 	 0.001289 NO	 	 0.000208 YES	 	 0.088768 NO	 	 0.007828 NO
xxx 	 3 	 -17584.9973587830 	 13	 	 0.001289 NO	 	 0.000208 YES	 	 0.020872 NO	 	 0.001957 NO
 	 4 	 -17584.9974653350 	 12	 	 0.000992 NO	 	 0.000162 YES	 	 0.019820 NO	 	 0.001957 NO
 	 5 	 -17584.9974762120 	 11	 	 0.000347 YES	 	 0.000087 YES	 	 0.013900 NO	 	 0.001957 NO
 	 6 	 -17584.9974763170 	 8	 	 0.000707 NO	 	 0.000124 YES	 	 0.002812 NO	 	 0.000489 YES
 	 7 	 -17584.9974785030 	 8	 	 0.000685 NO	 	 0.000116 YES	 	 0.006675 NO	 	 0.000978 YES
 	 8 	 -17584.9974822230 	 9	 	 0.000473 NO	 	 0.000089 YES	 	 0.016228 NO	 	 0.001957 NO
xxx 	 9 	 -17584.9974817160 	 11	 	 0.000473 NO	 	 0.000089 YES	 	 0.004072 NO	 	 0.000489 YES
 	 10 	 -17584.9974843970 	 9	 	 0.000322 YES	 	 0.000072 YES	 	 0.007287 NO	 	 0.000978 YES
 	 11 	 -17584.9974869640 	 10	 	 0.000229 YES	 	 0.000056 YES	 	 0.005174 NO	 	 0.000978 YES
 	 12 	 -17584.9974891820 	 10	 	 0.000230 YES	 	 0.000051 YES	 	 0.006868 NO	 	 0.000978 YES
 	 13 	 -17584.9974910320 	 9	 	 0.000256 YES	 	 0.000051 YES	 	 0.003590 NO	 	 0.000978 YES
 	 14 	 -17584.9974938170 	 9	 	 0.000223 YES	 	 0.000045 YES	 	 0.015611 NO	 	 0.001957 NO
 	 15 	 -17584.9974954170 	 10	 	 0.000210 YES	 	 0.000051 YES	 	 0.008855 NO	 	 0.001957 NO
xxx 	 16 	 -17584.9974932050 	 10	 	 0.000210 YES	 	 0.000051 YES	 	 0.002123 NO	 	 0.000489 YES
 	 17 	 -17584.9974966110 	 9	 	 0.000207 YES	 	 0.000050 YES	 	 0.003843 NO	 	 0.000489 YES
 	 18 	 -17584.9974975880 	 9	 	 0.000200 YES	 	 0.000047 YES	 	 0.001999 NO	 	 0.000489 YES
 	 19 	 -17584.9974987430 	 7	 	 0.000164 YES	 	 0.000033 YES	 	 0.003299 NO	 	 0.000489 YES
 	 20 	 -17584.9974995350 	 7	 	 0.000133 YES	 	 0.000026 YES	 	 0.003952 NO	 	 0.000489 YES
 	 21 	 -17584.9975002550 	 7	 	 0.000141 YES	 	 0.000025 YES	 	 0.003325 NO	 	 0.000489 YES
 	 22 	 -17584.9975012420 	 7	 	 0.000103 YES	 	 0.000023 YES	 	 0.007281 NO	 	 0.000978 YES
 	 23 	 -17584.9975031790 	 15	 	 0.000152 YES	 	 0.000036 YES	 	 0.015997 NO	 	 0.001957 NO
 	 24 	 -17584.9975049780 	 16	 	 0.000242 YES	 	 0.000063 YES	 	 0.013276 NO	 	 0.001957 NO
 	 25 	 -17584.9975081290 	 10	 	 0.000194 YES	 	 0.000061 YES	 	 0.025282 NO	 	 0.003914 NO
# Done!
