# Starting Date: Fri Jul 19 16:47:18 AEST 2019
# Termination Date: Fri Jul 19 16:47:20 AEST 2019
# Time Used: 00:02
# Directory: /short/ep0/hm1876/CeO2/PH/CeO2-H3O+-8H2O/OV-Original-Input-Geometry/NEAR-OV-H3O+
# File: CeO2-24.out
# CYCLE NUMBER | TOTAL ENERGY (Ha) | SCF_CYCLES | MAX_GRADIENT(0.000450) | RMS_GRADIENT(0.000300) | MAX_DISPLAC.(0.001800) | RMS_DISPLAC.(0.001200)
 	 33 	 -17584.9970655300 	 3	 	 0.000423 YES	 	 0.000084 YES	 	 0.005529 NO	 	 0.000978 YES
 	 34 	 -17584.9971595740 	 4	 	 0.000379 YES	 	 0.000061 YES	 	 0.006339 NO	 	 0.000978 YES
 	 35 	 -17584.9971717930 	 5	 	 0.000347 YES	 	 0.000055 YES	 	 0.016866 NO	 	 0.001957 NO
 	 36 	 -17584.9971836550 	 5	 	 0.000236 YES	 	 0.000051 YES	 	 0.014385 NO	 	 0.002133 NO
 	 37 	 -17584.9971967800 	 5	 	 0.000196 YES	 	 0.000049 YES	 	 0.048149 NO	 	 0.005082 NO
 	 38 	 -17584.9972019940 	 8	 	 0.000486 NO	 	 0.000090 YES	 	 0.044679 NO	 	 0.004665 NO
 	 39 	 -17584.9972258640 	 8	 	 0.000161 YES	 	 0.000053 YES	 	 0.070079 NO	 	 0.008000 NO
 	 40 	 -17584.9972019490 	 8	 	 0.000161 YES	 	 0.000053 YES	 	 0.016194 NO	 	 0.002000 NO
 	 41 	 -17584.9972549050 	 8	 	 0.000181 YES	 	 0.000040 YES	 	 0.012287 NO	 	 0.002008 NO
 	 42 	 -17584.9972678270 	 5	 	 0.000221 YES	 	 0.000048 YES	 	 0.008316 NO	 	 0.001128 YES
 	 43 	 -17584.9972860740 	 8	 	 0.000195 YES	 	 0.000054 YES	 	 0.015481 NO	 	 0.002454 NO
 	 44 	 -17584.9972995300 	 5	 	 0.000494 NO	 	 0.000081 YES	 	 0.012996 NO	 	 0.002003 NO
 	 45 	 -17584.9973143950 	 5	 	 0.000358 YES	 	 0.000071 YES	 	 0.005403 NO	 	 0.000868 YES
 	 46 	 -17584.9973299670 	 5	 	 0.000192 YES	 	 0.000050 YES	 	 0.013714 NO	 	 0.001760 NO
 	 47 	 -17584.9973505180 	 11	 	 0.000196 YES	 	 0.000052 YES	 	 0.010656 NO	 	 0.002217 NO
 	 48 	 -17584.9973732720 	 11	 	 0.000260 YES	 	 0.000057 YES	 	 0.007061 NO	 	 0.001289 NO
 	 49 	 -17584.9973899060 	 8	 	 0.000197 YES	 	 0.000032 YES	 	 0.009345 NO	 	 0.001427 NO
 	 50 	 -17584.9974000520 	 5	 	 0.000285 YES	 	 0.000054 YES	 	 0.004284 NO	 	 0.000779 YES
 	 51 	 -17584.9974146330 	 4	 	 0.000075 YES	 	 0.000019 YES	 	 0.005666 NO	 	 0.000837 YES
 	 52 	 -17584.9974298240 	 8	 	 0.000196 YES	 	 0.000043 YES	 	 0.009376 NO	 	 0.001492 NO
 	 53 	 -17584.9974441280 	 8	 	 0.000137 YES	 	 0.000037 YES	 	 0.009597 NO	 	 0.001430 NO
 	 54 	 -17584.9974583970 	 5	 	 0.000125 YES	 	 0.000026 YES	 	 0.001838 NO	 	 0.000300 YES
 	 55 	 -17584.9974713490 	 5	 	 0.000140 YES	 	 0.000034 YES	 	 0.014304 NO	 	 0.002582 NO
 	 56 	 -17584.9974875920 	 10	 	 0.000293 YES	 	 0.000078 YES	 	 0.012034 NO	 	 0.001992 NO
 	 57 	 -17584.9975062790 	 8	 	 0.000092 YES	 	 0.000021 YES	 	 0.001977 NO	 	 0.000320 YES
 	 58 	 -17584.9975192520 	 5	 	 0.000172 YES	 	 0.000030 YES	 	 0.233168 NO	 	 0.038740 NO
# Done!
