# Starting Date: Thu Jul 25 09:01:32 AEST 2019
# Termination Date: Thu Jul 25 09:01:33 AEST 2019
# Time Used: 00:01
# Directory: /short/ep0/hm1876/CeO2/PH/CeO2-9H2O/NO-OV
# File: CeO2-03.out
# CYCLE NUMBER | TOTAL ENERGY (Ha) | SCF_CYCLES | MAX_GRADIENT(0.000450) | RMS_GRADIENT(0.000300) | MAX_DISPLAC.(0.001800) | RMS_DISPLAC.(0.001200)
 	 1 	 -17658.2419126050 	 10	 	 0.003710 NO	 	 0.000522 NO	 	 0.000000 	 	 0.000000 
xxx 	 2 	 -17659.7256673390 	 11	 	 0.003710 NO	 	 0.000522 NO	 	 0.066354 NO	 	 0.007828 NO
 	 3 	 -17659.7269947160 	 12	 	 0.003179 NO	 	 0.000456 NO	 	 0.012705 NO	 	 0.001957 NO
 	 4 	 -17659.7270340810 	 5	 	 0.002576 NO	 	 0.000391 NO	 	 0.030078 NO	 	 0.003914 NO
 	 5 	 -17659.7270871750 	 8	 	 0.001427 NO	 	 0.000263 YES	 	 0.028628 NO	 	 0.003914 NO
 	 6 	 -17659.7271345600 	 5	 	 0.000865 NO	 	 0.000210 YES	 	 0.027853 NO	 	 0.003914 NO
 	 7 	 -17659.7271726390 	 7	 	 0.001265 NO	 	 0.000229 YES	 	 0.017782 NO	 	 0.003914 NO
 	 8 	 -17659.7272007990 	 9	 	 0.001774 NO	 	 0.000265 YES	 	 0.022606 NO	 	 0.003914 NO
 	 9 	 -17659.7272322420 	 5	 	 0.001550 NO	 	 0.000232 YES	 	 0.023409 NO	 	 0.003914 NO
 	 10 	 -17659.7272549880 	 6	 	 0.001240 NO	 	 0.000195 YES	 	 0.030584 NO	 	 0.003914 NO
xxx 	 11 	 -17659.7272534240 	 5	 	 0.001240 NO	 	 0.000195 YES	 	 0.007190 NO	 	 0.000978 YES
 	 12 	 -17659.7272582010 	 5	 	 0.001192 NO	 	 0.000188 YES	 	 0.009716 NO	 	 0.001957 NO
 	 13 	 -17659.7272710150 	 5	 	 0.001088 NO	 	 0.000170 YES	 	 0.019480 NO	 	 0.003914 NO
 	 14 	 -17659.7272949320 	 5	 	 0.000589 NO	 	 0.000108 YES	 	 0.019625 NO	 	 0.003914 NO
 	 15 	 -17659.7272995800 	 5	 	 0.000664 NO	 	 0.000134 YES	 	 0.005765 NO	 	 0.000978 YES
 	 16 	 -17659.7273055900 	 8	 	 0.000670 NO	 	 0.000134 YES	 	 0.008059 NO	 	 0.001957 NO
 	 17 	 -17659.7273135320 	 5	 	 0.000580 NO	 	 0.000126 YES	 	 0.018410 NO	 	 0.003914 NO
 	 18 	 -17659.7273264050 	 5	 	 0.000402 YES	 	 0.000091 YES	 	 0.022866 NO	 	 0.003914 NO
 	 19 	 -17659.7273296250 	 6	 	 0.000468 NO	 	 0.000096 YES	 	 0.008220 NO	 	 0.000978 YES
 	 20 	 -17659.7273339530 	 4	 	 0.000460 NO	 	 0.000090 YES	 	 0.010184 NO	 	 0.001957 NO
 	 21 	 -17659.7273413170 	 5	 	 0.000307 YES	 	 0.000068 YES	 	 0.011607 NO	 	 0.001957 NO
 	 22 	 -17659.7273475160 	 5	 	 0.000294 YES	 	 0.000062 YES	 	 0.030547 NO	 	 0.003914 NO
 	 23 	 -17659.7273512310 	 9	 	 0.000395 YES	 	 0.000074 YES	 	 0.026271 NO	 	 0.003914 NO
 	 24 	 -17659.7273558930 	 5	 	 0.000437 YES	 	 0.000074 YES	 	 0.022779 NO	 	 0.003914 NO
 	 25 	 -17659.7273572330 	 7	 	 0.000408 YES	 	 0.000075 YES	 	 0.006090 NO	 	 0.000978 YES
 	 26 	 -17659.7273608660 	 5	 	 0.000190 YES	 	 0.000045 YES	 	 0.008664 NO	 	 0.001957 NO
 	 27 	 -17659.7273638490 	 5	 	 0.000329 YES	 	 0.000053 YES	 	 0.012111 NO	 	 0.001957 NO
 	 28 	 -17659.7273669770 	 5	 	 0.000379 YES	 	 0.000052 YES	 	 0.016523 NO	 	 0.002760 NO
xxx 	 29 	 -17659.7273668320 	 5	 	 0.000379 YES	 	 0.000052 YES	 	 0.003540 NO	 	 0.000690 YES
 	 30 	 -17659.7273681030 	 5	 	 0.000230 YES	 	 0.000036 YES	 	 0.008715 NO	 	 0.001380 NO
 	 31 	 -17659.7273695040 	 5	 	 0.000143 YES	 	 0.000036 YES	 	 0.009404 NO	 	 0.001380 NO
# Done!
