# Starting Date: Fri Jul 26 09:25:53 AEST 2019
# Termination Date: Fri Jul 26 09:25:54 AEST 2019
# Time Used: 00:01
# Directory: /short/ep0/hm1876/CeO2/PH/CeO2-OH--8H2O/NO-OV
# File: CeO2-02.out
# CYCLE NUMBER | TOTAL ENERGY (Ha) | SCF_CYCLES | MAX_GRADIENT(0.000450) | RMS_GRADIENT(0.000300) | MAX_DISPLAC.(0.001800) | RMS_DISPLAC.(0.001200)
 	 1 	 -17657.8484722270 	 25	 	 0.023606 NO	 	 0.004006 NO	 	 0.000000 	 	 0.000000 
 	 2 	 -17659.3257645000 	 15	 	 0.021454 NO	 	 0.003751 NO	 	 0.163043 NO	 	 0.031497 NO
 	 3 	 -17659.3294113840 	 13	 	 0.007807 NO	 	 0.002069 NO	 	 0.234110 NO	 	 0.031497 NO
 	 4 	 -17659.3319478880 	 15	 	 0.019211 NO	 	 0.002991 NO	 	 0.167507 NO	 	 0.031497 NO
 	 5 	 -17659.3331981330 	 9	 	 0.025558 NO	 	 0.003140 NO	 	 0.191997 NO	 	 0.031497 NO
 	 6 	 -17659.3356767030 	 14	 	 0.020673 NO	 	 0.002540 NO	 	 0.235794 NO	 	 0.031497 NO
 	 7 	 -17659.3379540770 	 24	 	 0.018892 NO	 	 0.002753 NO	 	 0.169719 NO	 	 0.031497 NO
 	 8 	 -17659.3390520070 	 20	 	 0.013308 NO	 	 0.002032 NO	 	 0.195751 NO	 	 0.031497 NO
xxx 	 9 	 -17659.3389928080 	 12	 	 0.013308 NO	 	 0.002032 NO	 	 0.046548 NO	 	 0.007874 NO
 	 10 	 -17659.3395078080 	 8	 	 0.013365 NO	 	 0.001853 NO	 	 0.081896 NO	 	 0.015749 NO
 	 11 	 -17659.3406456980 	 9	 	 0.020592 NO	 	 0.001899 NO	 	 0.096817 NO	 	 0.015749 NO
 	 12 	 -17659.3413144050 	 9	 	 0.018579 NO	 	 0.002328 NO	 	 0.097117 NO	 	 0.015749 NO
 	 13 	 -17659.3423450810 	 8	 	 0.011740 NO	 	 0.001683 NO	 	 0.162621 NO	 	 0.031497 NO
 	 14 	 -17659.3431759000 	 10	 	 0.010295 NO	 	 0.001388 NO	 	 0.137165 NO	 	 0.031497 NO
 	 15 	 -17659.3441914720 	 9	 	 0.014525 NO	 	 0.002027 NO	 	 0.129351 NO	 	 0.031497 NO
 	 16 	 -17659.3448725060 	 13	 	 0.010185 NO	 	 0.001421 NO	 	 0.196278 NO	 	 0.031497 NO
 	 17 	 -17659.3461156580 	 9	 	 0.008694 NO	 	 0.001395 NO	 	 0.201026 NO	 	 0.031497 NO
 	 18 	 -17659.3471495260 	 17	 	 0.007793 NO	 	 0.001378 NO	 	 0.132884 NO	 	 0.031497 NO
 	 19 	 -17659.3474899690 	 12	 	 0.016325 NO	 	 0.002156 NO	 	 0.063282 NO	 	 0.007874 NO
 	 20 	 -17659.3479340470 	 5	 	 0.013634 NO	 	 0.001999 NO	 	 0.086446 NO	 	 0.015749 NO
 	 21 	 -17659.3493015060 	 16	 	 0.008298 NO	 	 0.001229 NO	 	 0.090185 NO	 	 0.015749 NO
# Done!
