# Starting Date: Tue Jul 30 14:33:43 AEST 2019
# Termination Date: Tue Jul 30 14:33:44 AEST 2019
# Time Used: 00:01
# Directory: /short/ep0/hm1876/CeO2/PH/CeO2-H3O+-8H2O/NO-OV
# File: CeO2-04.out
# CYCLE NUMBER | TOTAL ENERGY (Ha) | SCF_CYCLES | MAX_GRADIENT(0.000450) | RMS_GRADIENT(0.000300) | MAX_DISPLAC.(0.001800) | RMS_DISPLAC.(0.001200)
 	 1 	 -17658.7873788220 	 17	 	 0.004456 NO	 	 0.000903 NO	 	 0.000000 	 	 0.000000 
xxx 	 2 	 -17660.2639476870 	 18	 	 0.004456 NO	 	 0.000903 NO	 	 0.066972 NO	 	 0.007782 NO
 	 3 	 -17660.2656376770 	 8	 	 0.003911 NO	 	 0.000750 NO	 	 0.051757 NO	 	 0.007782 NO
 	 4 	 -17660.2658878010 	 5	 	 0.003382 NO	 	 0.000648 NO	 	 0.098665 NO	 	 0.015564 NO
 	 5 	 -17660.2661206010 	 9	 	 0.006732 NO	 	 0.000718 NO	 	 0.090930 NO	 	 0.015564 NO
xxx 	 6 	 -17660.2660537470 	 6	 	 0.006732 NO	 	 0.000718 NO	 	 0.023976 NO	 	 0.003891 NO
 	 7 	 -17660.2661726420 	 5	 	 0.006672 NO	 	 0.000731 NO	 	 0.047336 NO	 	 0.007782 NO
 	 8 	 -17660.2662764270 	 5	 	 0.006177 NO	 	 0.000732 NO	 	 0.082061 NO	 	 0.007782 NO
 	 9 	 -17660.2664755310 	 6	 	 0.004956 NO	 	 0.000619 NO	 	 0.117668 NO	 	 0.015564 NO
 	 10 	 -17660.2665641610 	 7	 	 0.003825 NO	 	 0.000689 NO	 	 0.035161 NO	 	 0.003891 NO
 	 11 	 -17660.2667217430 	 5	 	 0.002560 NO	 	 0.000490 NO	 	 0.066459 NO	 	 0.007782 NO
 	 12 	 -17660.2668893140 	 7	 	 0.002190 NO	 	 0.000350 NO	 	 0.041806 NO	 	 0.007782 NO
 	 13 	 -17660.2670440460 	 7	 	 0.001495 NO	 	 0.000337 NO	 	 0.109507 NO	 	 0.015564 NO
 	 14 	 -17660.2671466060 	 10	 	 0.004775 NO	 	 0.000815 NO	 	 0.099392 NO	 	 0.015564 NO
 	 15 	 -17660.2672634780 	 7	 	 0.004108 NO	 	 0.000765 NO	 	 0.130820 NO	 	 0.015564 NO
 	 16 	 -17660.2674012250 	 8	 	 0.006022 NO	 	 0.000973 NO	 	 0.022660 NO	 	 0.003891 NO
 	 17 	 -17660.2676097940 	 5	 	 0.004529 NO	 	 0.000641 NO	 	 0.043666 NO	 	 0.007782 NO
 	 18 	 -17660.2677841290 	 7	 	 0.002429 NO	 	 0.000489 NO	 	 0.061448 NO	 	 0.015564 NO
 	 19 	 -17660.2679464570 	 7	 	 0.003623 NO	 	 0.000543 NO	 	 0.089687 NO	 	 0.015564 NO
 	 20 	 -17660.2680580170 	 8	 	 0.006509 NO	 	 0.000777 NO	 	 0.082545 NO	 	 0.015564 NO
 	 21 	 -17660.2681119320 	 7	 	 0.009586 NO	 	 0.001172 NO	 	 0.023934 NO	 	 0.003891 NO
 	 22 	 -17660.2682459910 	 5	 	 0.007845 NO	 	 0.000919 NO	 	 0.062326 NO	 	 0.007782 NO
 	 23 	 -17660.2684030370 	 5	 	 0.005125 NO	 	 0.000690 NO	 	 0.102885 NO	 	 0.015564 NO
 	 24 	 -17660.2685895790 	 8	 	 0.003786 NO	 	 0.000674 NO	 	 0.114920 NO	 	 0.015564 NO
 	 25 	 -17660.2686432190 	 7	 	 0.006184 NO	 	 0.000929 NO	 	 0.028270 NO	 	 0.003891 NO
 	 26 	 -17660.2687633650 	 5	 	 0.003604 NO	 	 0.000733 NO	 	 0.046114 NO	 	 0.007782 NO
 	 27 	 -17660.2688830520 	 5	 	 0.004094 NO	 	 0.000652 NO	 	 0.095946 NO	 	 0.015564 NO
 	 28 	 -17660.2689535850 	 9	 	 0.006302 NO	 	 0.000877 NO	 	 0.021526 NO	 	 0.003891 NO
 	 29 	 -17660.2690763570 	 5	 	 0.004268 NO	 	 0.000618 NO	 	 0.067422 NO	 	 0.007782 NO
# Done!
