# Starting Date: Tue Sep 10 16:55:24 AEST 2019
# Termination Date: Tue Sep 10 16:55:26 AEST 2019
# Time Used: 00:02
# Directory: /short/ep0/hm1876/CeO2/PH/CeO2-9H2O/NO-OV/test
# File: /short/ep0/hm1876/CeO2/PH/CeO2-9H2O/NO-OV/test/CeO2-04.out
# CYCLE NUMBER | TOTAL ENERGY (Ha) | SCF_CYCLES | MAX_GRADIENT(0.000450) | RMS_GRADIENT(0.000300) | MAX_DISPLAC.(0.001800) | RMS_DISPLAC.(0.001200) | TRUST RADIUS
 	 1 	 -21479.7626131130 	 6	 	 0.011656 NO	 	 0.001881 NO	 	 0.000000 	 	 0.000000 	           0.000
 	 2 	 -21481.6196931430 	 6	 	 0.011371 NO	 	 0.001845 NO	 	 0.119936 NO	 	 0.018831 NO	           0.500
 	 3 	 -21481.6216616190 	 4	 	 0.012331 NO	 	 0.001826 NO	 	 0.201718 NO	 	 0.018831 NO	           0.500
 	 4 	 -21481.6243283980 	 8	 	 0.017153 NO	 	 0.001854 NO	 	 0.237561 NO	 	 0.037662 NO	           1.000
 	 5 	 -21481.6278125690 	 8	 	 0.016995 NO	 	 0.001682 NO	 	 0.258546 NO	 	 0.037662 NO	           1.000
 	 6 	 -21481.6296975780 	 8	 	 0.021964 NO	 	 0.002052 NO	 	 0.237249 NO	 	 0.037662 NO	           1.000
 	 7 	 -21481.6314843000 	 8	 	 0.034465 NO	 	 0.002694 NO	 	 0.218685 NO	 	 0.037662 NO	           1.000
 	 8 	 -21481.6327277240 	 8	 	 0.024770 NO	 	 0.002926 NO	 	 0.100368 NO	 	 0.009416 NO	           0.250
 	 9 	 -21481.6352088090 	 4	 	 0.022676 NO	 	 0.002649 NO	 	 0.127247 NO	 	 0.018831 NO	           0.500
 	 10 	 -21481.6391488560 	 8	 	 0.019808 NO	 	 0.002422 NO	 	 0.165795 NO	 	 0.018831 NO	           0.500
 	 11 	 -21481.6417703540 	 8	 	 0.024997 NO	 	 0.002433 NO	 	 0.164700 NO	 	 0.018831 NO	           0.500
 	 12 	 -21481.6438836500 	 8	 	 0.008610 NO	 	 0.001638 NO	 	 0.177180 NO	 	 0.018831 NO	           0.500
 	 13 	 -21481.6463372800 	 8	 	 0.012550 NO	 	 0.001724 NO	 	 0.099639 NO	 	 0.018831 NO	           0.500
 	 14 	 -21481.6482983520 	 8	 	 0.014475 NO	 	 0.001615 NO	 	 0.138234 NO	 	 0.018831 NO	           0.500
 	 15 	 -21481.6506659310 	 8	 	 0.013510 NO	 	 0.001559 NO	 	 0.211708 NO	 	 0.037662 NO	           1.000
 	 16 	 -21481.6517194440 	 8	 	 0.017072 NO	 	 0.001894 NO	 	 0.059916 NO	 	 0.009416 NO	           0.250
 	 17 	 -21481.6531357380 	 6	 	 0.017011 NO	 	 0.001837 NO	 	 0.129547 NO	 	 0.018831 NO	           0.500
 	 18 	 -21481.6571917780 	 8	 	 0.015069 NO	 	 0.001641 NO	 	 0.161053 NO	 	 0.018831 NO	           0.000
 	 19 	 -21481.6582057920 	 8	 	 0.014661 NO	 	 0.001625 NO	 	 0.139897 NO	 	 0.018831 NO	           0.500
 	 20 	 -21481.6607845150 	 6	 	 0.012856 NO	 	 0.001509 NO	 	 0.368883 NO	 	 0.037662 NO	           1.000
 	 21 	 -21481.6625146980 	 8	 	 0.012936 NO	 	 0.001620 NO	 	 0.206044 NO	 	 0.037662 NO	           1.000
 	 22 	 -21481.6636237460 	 8	 	 0.015870 NO	 	 0.001973 NO	 	 0.059923 NO	 	 0.009416 NO	           0.250
 	 23 	 -21481.6650956070 	 7	 	 0.011202 NO	 	 0.001763 NO	 	 0.102184 NO	 	 0.018831 NO	           0.500
 	 24 	 -21481.6675442800 	 8	 	 0.009456 NO	 	 0.001560 NO	 	 0.102920 NO	 	 0.018831 NO	           0.500
 	 25 	 -21481.6699318000 	 8	 	 0.008022 NO	 	 0.001351 NO	 	 0.085128 NO	 	 0.018831 NO	           0.500
 	 26 	 -21481.6716362490 	 8	 	 0.007117 NO	 	 0.001252 NO	 	 0.118828 NO	 	 0.018831 NO	           0.500
 	 27 	 -21481.6726450170 	 8	 	 0.008605 NO	 	 0.001485 NO	 	 0.115723 NO	 	 0.018831 NO	           0.500
 	 28 	 -21481.6742155020 	 8	 	 0.007526 NO	 	 0.001386 NO	 	 0.109820 NO	 	 0.018831 NO	           0.500
 	 29 	 -21481.6755834940 	 6	 	 0.007208 NO	 	 0.001324 NO	 	 0.093351 NO	 	 0.018831 NO	           0.500
 	 30 	 -21481.6770192780 	 8	 	 0.007413 NO	 	 0.001442 NO	 	 0.107457 NO	 	 0.018831 NO	           0.500
 	 31 	 -21481.6787714340 	 8	 	 0.008483 NO	 	 0.001347 NO	 	 0.111253 NO	 	 0.018831 NO	           0.500
 	 32 	 -21481.6799730030 	 8	 	 0.007440 NO	 	 0.001258 NO	 	 0.088303 NO	 	 0.018831 NO	           0.500
 	 33 	 -21481.6812261890 	 8	 	 0.006091 NO	 	 0.001159 NO	 	 0.095951 NO	 	 0.018831 NO	           0.500
 	 34 	 -21481.6823797160 	 8	 	 0.005875 NO	 	 0.001235 NO	 	 0.100398 NO	 	 0.018831 NO	           0.500
# Done!
